lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
apartment,a suite of rooms usually on one floor of an apartment house,6,-3.9740308029763267,-4.0457382739098735,0.0
public,not private; open to or concerning the people as a whole,5,-3.6564781706869334,-3.447799229175518,0.0
boyfriend,a man who is the lover of a girl or young woman,5,-3.4058459527343956,-3.1970739652929634,0.0
level,a position on a scale of intensity or amount or quality,5,-4.68531036151547,-4.614634132709683,0.0
aah,express admiration and pleasure by uttering `ooh' or `aah',5,-4.773081906104778,-4.730769035805212,0.0
visit,"go to see a place, as for entertainment",4,-3.2876416817191716,-2.8937155346603163,0.0
grab,take hold of so as to seize or restrain or stop the motion of,6,-4.11574129834322,-4.0339271729632085,0.0
action,something done (usually as opposed to something said),6,-3.34225765896869,-2.8393400726377687,0.0
hero,a man distinguished by exceptional courage and nobility and strength,6,-4.7174256027332815,-4.951052093965405,0.0
witness,be a witness to,1,-4.116504362303423,-4.116504362303423,0.0
french,of or pertaining to France or the people of France,4,-3.9089053691199234,-4.403078246656999,0.25
teacher,a person whose occupation is teaching,3,-4.325970451399664,-4.111430705366832,0.0
north,the region of the United States lying to the north of the Mason-Dixon line,7,-4.083612933764238,-3.945988004127459,0.1428571428571429
engine,motor that converts thermal energy to mechanical work,6,-4.689500319674588,-4.9910368797647475,0.0
knock,deliver a sharp blow or push :,4,-4.288429692532706,-4.3158111053756905,0.0
hungry,feeling hunger; feeling a need or desire to eat food,7,-3.7166655107494897,-3.5907969245334415,0.0
student,a learner who is enrolled in an educational institution,4,-5.455247480697142,-5.551762773644846,0.25
south,the region of the United States lying to the south of the Mason-Dixon line,7,-4.084134657599377,-3.947553175632878,0.1428571428571429
finger,any of the terminal members of the hand (sometimes excepting the thumb),6,-4.192659424075823,-4.0884561851553025,0.0
difference,the quality of being unlike or dissimilar,2,-4.614634132709683,-4.614634132709683,0.5
colonel,a commissioned military officer in the United States Army or Air Force or Marines who ranks above a lieutenant colonel and below a brigadier general,13,-4.242014509610922,-4.0958620400890755,0.0
heaven,any place of complete bliss and delight and peace,5,-4.410649809122347,-4.250894295796613,0.0
appreciate,recognize with gratitude; be grateful for,3,-4.674639985314155,-4.5677883688827565,0.0
starting,a turn to be a starter (in a game at the beginning),4,-4.066410847023729,-3.8388895493385045,0.0
evil,morally bad or wrong,3,-4.04216302142292,-3.2863033186553543,0.0
nine,denoting a quantity consisting of one more than eight and one less than ten,5,-4.829133015787572,-4.664795921791648,0.19999999999999996
honest,not disposed to cheat or defraud; not deceptive or fraudulent,5,-5.656151946798731,-5.898097963340385,0.19999999999999996
risk,expose to a chance of loss or damage,4,-4.357561418829451,-4.38135147457616,0.0
realize,be fully aware or cognizant of,3,-4.495693991484648,-4.495693991484648,0.33333333333333337
board,a committee having supervisory powers,3,-4.150288768211605,-4.150288768211605,0.33333333333333337
dying,in or associated with the process of passing from life or ceasing to be,5,-4.216563637165768,-4.423185849777527,0.0
beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,11,-4.648594348513526,-5.115680446287185,0.09090909090909094
reach,"reach a destination, either real or abstract",4,-4.553952771432149,-4.562068561727102,0.0
spent,pass time in a specific way,4,-3.378903761409344,-2.831393652724325,0.25
walking,close enough to be walked to,3,-3.499887687150897,-3.559170049290262,0.0
push,"move with force,",2,-3.615137648913653,-3.615137648913653,0.0
jump,move forward by leaps and bounds,4,-4.505042697759752,-4.57332219238136,0.0
match,"be compatible, similar or consistent; coincide in their characteristics",5,-5.427951413446247,-5.475869840221214,0.0
difficult,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,9,-4.587891905074288,-4.6737321069948585,0.0
neither,not either; not one or the other,0,,,1.0
moved,"change location; move, travel, or proceed, also metaphorically",7,-4.26141119353923,-4.287611808428143,0.0
tea,a beverage made by steeping tea leaves in water,6,-4.127622543492233,-3.852847093813384,0.0
ticket,a commercial document showing that the holder is entitled to something (as to ride on public transportation or to enter a public entertainment),12,-4.3459114324605,-4.453389841029428,0.08333333333333337
cross,travel across or pass over,2,-4.287611808428143,-4.287611808428143,0.5
lock,fasten with a lock,2,-4.862737351232898,-4.862737351232898,0.0
angry,feeling or showing anger,3,-3.6998403606614523,-3.2953783672907355,0.0
sad,experiencing or showing sorrow or unhappiness; ; - Christina Rossetti,6,-4.6949085449813,-4.95273547494825,0.16666666666666663
bob,move up and down repeatedly,2,-4.363597696066275,-4.363597696066275,0.0
prove,be shown or be found to be,2,-3.076647857652733,-3.076647857652733,0.0
low,less than normal in degree or intensity or amount,5,-4.480021260780969,-4.3992682590638434,0.0
cash,money in the form of bills or coins,4,-3.9988868153853305,-4.047552101300138,0.0
college,the body of faculty and students of a college,4,-4.3048781992082,-4.131918826541792,0.0
client,a person who seeks the advice of a lawyer,4,-4.1332686875148825,-4.197383565691965,0.0
favor,promote over another,1,-5.39452017665385,-5.39452017665385,0.0
impossible,not capable of occurring or being accomplished or dealt with,4,-4.957772715397116,-5.070131668682137,0.0
note,make mention of,2,-3.5237661352430463,-3.5237661352430463,0.0
code,a set of rules or principles or laws (especially written ones),7,-3.811315503413796,-3.9084646216171026,0.0
bloody,having or covered with or accompanied by blood,3,-4.26163508822029,-3.9847281549944835,0.0
kick,drive or propel with the foot,3,-3.75433538806383,-3.75433538806383,0.33333333333333337
fit,be agreeable or acceptable to,2,-5.485748723549139,-5.485748723549139,0.0
quit,put an end to a state or an activity,4,-3.72168349709212,-3.6042396540420363,0.0
double,a base hit on which the batter stops safely at second base,7,-4.143757165217619,-4.312069272036646,0.0
river,a large natural stream of water (larger than a creek),6,-4.432822867850752,-4.342035702564548,0.0
henry,a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second,12,-4.783376067592227,-4.6051886009001555,0.25
spirit,the vital principle or animating force within living things,6,-4.054684764522663,-3.9104229585900385,0.16666666666666663
type,a subdivision of a particular kind of thing,4,-3.517952921232613,-3.2499108912534185,0.25
holding,the act of retaining something,3,-4.121938942040129,-3.925728437342285,0.0
involved,connected by participation or association or use,4,-4.768208449721814,-4.9540827458119505,0.0
dare,"take upon oneself; act presumptuously, without permission",4,-3.697932233215091,-3.925728437342285,0.25
lived,inhabit or live in; be an inhabitant of,3,-5.02838406540846,-5.610709315890334,0.0
fat,having an (over)abundance of flesh,2,-5.2138868255655915,-5.2138868255655915,0.0
roll,move by turning over or rotating,3,-4.14366413340582,-3.4260634807291517,0.0
pop,bulge outward,2,-5.967490009043356,-5.967490009043356,0.0
arrest,take into custody,2,-3.678257819843251,-3.678257819843251,0.0
groan,"indicate pain, discomfort, or displeasure",4,-5.255460182932552,-5.4161547260108875,0.0
professor,someone who is a member of the faculty at a college or university,5,-4.299261632064496,-4.16375391096713,0.0
cost,the total spent for goods or services including money and time and labor,8,-3.841226265595938,-4.053369820346531,0.0
liked,prefer or wish to do something,3,-3.6214327940381614,-3.6183447541458738,0.0
copy,a reproduction of a written record (e.g. of a legal or school record),6,-4.262472004909074,-3.9009686118955096,0.0
obviously,unmistakably (`plain' is often used informally for `plainly'),6,-4.519795701246175,-4.420487075786948,0.33333333333333337
besides,making an additional point; anyway,4,-3.794190732818464,-3.603221139594144,0.0
spot,a point located with respect to surface features of some region,6,-4.506378014029186,-4.745953322217747,0.0
jail,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence),16,-4.626510445790851,-4.60874995890585,0.0
cute,attractive especially by means of smallness or prettiness or quaintness,6,-3.9328329586631185,-4.171322177319984,0.5
stuck,"put, fix, force, or implant",4,-4.093438716171974,-3.9890360014969364,0.0
member,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization),10,-4.488060056839901,-4.311430940779763,0.0
flower,a plant cultivated for its blooms or blossoms,4,-5.139283322119473,-5.132411897778109,0.0
taste,have flavor; taste of something,3,-4.039112181836866,-4.163904998384626,0.0
form,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something,9,-3.939032904090614,-3.528927299122913,0.2222222222222222
duty,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,9,-4.2402067273490935,-4.115075052526635,0.0
cheer,a cry or shout of approval,3,-4.449905170738212,-4.518032100475167,0.0
mate,engage in sexual intercourse,3,-4.998443729492368,-4.97661125271661,0.0
max,street names for gamma hydroxybutyrate,4,-4.105878208803889,-3.75529380231187,0.25
bus,a vehicle carrying many passengers; used for public transport,7,-4.129589506108767,-4.11267118997014,0.0
bullshit,speak insincerely or without regard for facts or truths,5,-3.9828782729314125,-3.7048374221972153,0.19999999999999996
guest,a visitor to whom hospitality is extended,3,-5.030623575112037,-5.183302892343301,0.0
accept,consider or hold as true,3,-3.7313376005387844,-3.5407042829643505,0.0
driving,having the power of driving or impelling,3,-3.7100806316335575,-3.7100806316335575,0.33333333333333337
suspect,imagine to be the case or true or probable,4,-4.129178150581094,-3.778252539844162,0.0
german,of or pertaining to or characteristic of Germany or its people or language,5,-4.327039366729509,-4.455864006325525,0.19999999999999996
price,the property of having material worth (often indicated by the amount of money something would bring if sold),10,-4.04789402259161,-4.082545610309746,0.0
stone,a lump or mass of hard consolidated mineral matter,6,-4.669651864522556,-4.89122415054657,0.0
jimmy,"to move or force, especially in an effort to get something open; :",7,-3.5011020032748545,-3.420087228247326,0.0
continue,"continue a certain state, condition, or activity",5,-4.1690486159469895,-4.170421307737795,0.0
congratulation,the act of acknowledging that someone has an occasion for celebration,5,-4.406426077311439,-4.711303354506956,0.0
upset,disturb the balance or stability of,3,-5.0706733602578185,-4.939706502424962,0.0
